datetime,sample_id,state,Main_Stock,Eff_Type
3,52,ret_er_efficient_stock,ret,efficient_stock
3,53,ret_er_efficient_stock,ret,efficient_stock
3,54,ret_er_efficient_stock,ret,efficient_stock
3,55,ret_er_efficient_stock,ret,efficient_stock
3,56,ret_er_efficient_stock,ret,efficient_stock
3,57,ret_er_efficient_stock,ret,efficient_stock
3,58,remaining_efficient_stock,remaining,efficient_stock
3,59,remaining_efficient_stock,remaining,efficient_stock
3,60,remaining_efficient_stock,remaining,efficient_stock
3,61,remaining_efficient_stock,remaining,efficient_stock
3,62,remaining_efficient_stock,remaining,efficient_stock
3,63,remaining_efficient_stock,remaining,efficient_stock
3,64,remaining_efficient_stock,remaining,efficient_stock
3,65,ret_er_below_baseline_stock,ret,below_baseline_stock
3,66,ret_er_below_baseline_stock,ret,below_baseline_stock
3,67,remaining_efficient_stock,remaining,efficient_stock
3,68,remaining_efficient_stock,remaining,efficient_stock
3,69,remaining_efficient_stock,remaining,efficient_stock
3,70,remaining_efficient_stock,remaining,efficient_stock
3,71,remaining_efficient_stock,remaining,efficient_stock
3,72,remaining_efficient_stock,remaining,efficient_stock
3,73,remaining_efficient_stock,remaining,efficient_stock
3,74,remaining_efficient_stock,remaining,efficient_stock
3,75,remaining_efficient_stock,remaining,efficient_stock
3,76,remaining_efficient_stock,remaining,efficient_stock
3,77,remaining_efficient_stock,remaining,efficient_stock
3,78,remaining_efficient_stock,remaining,efficient_stock
3,79,ret_er_baseline_stock,ret,baseline_stock
3,80,ret_er_baseline_stock,ret,baseline_stock
3,81,ret_er_baseline_stock,ret,baseline_stock
3,82,ret_er_baseline_stock,ret,baseline_stock
3,83,ret_er_baseline_stock,ret,baseline_stock
3,84,ret_er_baseline_stock,ret,baseline_stock
3,85,remaining_efficient_stock,remaining,efficient_stock
3,86,remaining_efficient_stock,remaining,efficient_stock
3,87,remaining_efficient_stock,remaining,efficient_stock
3,88,remaining_efficient_stock,remaining,efficient_stock
3,89,ret_er_efficient_stock,ret,efficient_stock
3,90,ret_er_efficient_stock,ret,efficient_stock
3,91,remaining_efficient_stock,remaining,efficient_stock
3,92,remaining_efficient_stock,remaining,efficient_stock
